5. MAÇ: Meksika 3 - 0 Çekya (24 Haziran 2026)							
🇲🇽 Meksika İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
🇹🇳 Tunus İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Eymen Dahman (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Yan Valery	0	0	0	0	İlk 11	Maç Sonu	90 dk
Montassar Talbi	0	0	0	0	İlk 11	Maç Sonu	90 dk
Mohamed Amine Ben Hamida	0	0	0	0	İlk 11	67'	67 dk
Ali Abdi	0	0	0	0	İlk 11	Maç Sonu	90 dk
Rani Khedira	0	0	0	0	İlk 11	66'	66 dk
Ellyes Skhiri	0	0	0	0	İlk 11	Maç Sonu	90 dk
Hannibal Mejbri	0	1	0	0	İlk 11	Maç Sonu	90 dk
Ismaël Gharbi	0	0	0	0	İlk 11	74'	74 dk
Anis Ben Slimane	0	0	0	0	İlk 11	67'	67 dk
Hazım el-Mesturi	1 (54')	0	0	0	İlk 11	89'	89 dk
Muhammed Bilhac Mahmud	0	0	0	0	66'	Sonradan	24 dk
Elias Achouri	0	0	0	0	67'	Sonradan	23 dk
Murtaza bin Yunus	0	0	0	0	67'	Sonradan	23 dk
Firas Şavat	0	0	0	0	74'	Sonradan	16 dk
Sebastian Tounekti	0	0	0	0	89'	Sonradan	1 dk
Not: Hollanda'nın 3. dakikadaki ilk golü, Tunuslu Ellyes Skhiri'nin kendi kalesine (kk) attığı goldür.							
🇳🇱 Hollanda İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Bart Verbruggen (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Denzel Dumfries	0	0	0	0	İlk 11	Maç Sonu	90 dk
Jan Paul van Hecke	1 (62')	0	0	0	İlk 11	Maç Sonu	90 dk
Virgil van Dijk	0	1	0	0	İlk 11	Maç Sonu	90 dk
Nathan Aké	0	0	0	0	İlk 11	Maç Sonu	90 dk
Ryan Gravenberch	0	0	0	0	İlk 11	Maç Sonu	90 dk
Frenkie de Jong	0	0	0	0	İlk 11	72'	72 dk
Tijjani Reijnders	0	1	0	0	İlk 11	72'	72 dk
Donyell Malen	0	0	0	0	İlk 11	72'	72 dk
Brian Brobbey	1 (7')	0	0	0	İlk 11	77'	77 dk
Cody Gakpo	0	0	0	0	İlk 11	84'	84 dk
Teun Koopmeiners	0	0	0	0	72'	Sonradan	18 dk
Justin Kluivert	0	0	0	0	72'	Sonradan	18 dk
Crysencio Summerville	0	0	0	0	72'	Sonradan	18 dk
Memphis Depay	0	0	0	0	77'	Sonradan	13 dk
Noa Lang	0	0	0	0	84'	Sonradan	6 dk
							
							
5. MAÇ: Mısır 1 - 1 İran							
🇪🇬 Mısır İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Mohamed El Shenawy (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Mohamed Hany	0	0	0	0	İlk 11	78'	78 dk
Mohamed Abdelmonem	0	0	1 (64')	0	İlk 11	Maç Sonu	90 dk
Ahmed Hegazi	0	0	0	0	İlk 11	Maç Sonu	90 dk
Ahmed Fatouh	0	0	0	0	İlk 11	Maç Sonu	90 dk
Marwan Attia	0	0	0	0	İlk 11	Maç Sonu	90 dk
Hamdi Fathi	0	0	0	0	İlk 11	82'	82 dk
Emam Ashour	0	1	0	0	İlk 11	Maç Sonu	90 dk
Mohamed Salah	1 (42')	0	0	0	İlk 11	Maç Sonu	90 dk
Mostafa Mohamed	0	0	0	0	İlk 11	69'	69 dk
Trézéguet	0	0	0	0	İlk 11	69'	69 dk
Omar Marmoush	0	0	0	0	69'	Sonradan	21 dk
Mohamed Sherif	0	0	0	0	69'	Sonradan	21 dk
Akram Tawfik	0	0	0	0	78'	Sonradan	12 dk
Mohamed Elneny	0	0	0	0	82'	Sonradan	8 dk
🇮🇷 İran İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Alireza Beiranvand (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Ramin Rezaeian	0	0	0	0	İlk 11	Maç Sonu	90 dk
Hossein Kanaanizadegan	0	0	1 (31')	0	İlk 11	Maç Sonu	90 dk
Shojae Khalilzadeh	0	0	0	0	İlk 11	75'	75 dk
Milad Mohammadi	0	0	0	0	İlk 11	Maç Sonu	90 dk
Saeid Ezatolahi	0	0	0	0	İlk 11	Maç Sonu	90 dk
Saman Ghoddos	0	1	0	0	İlk 11	83'	83 dk
Alireza Jahanbakhsh	0	0	0	0	İlk 11	62'	62 dk
Mehdi Taremi	1 (58')	0	0	0	İlk 11	Maç Sonu	90 dk
Mohammad Mohebi	0	0	0	0	İlk 11	62'	62 dk
Sardar Azmoun	0	0	0	0	İlk 11	Maç Sonu	90 dk
Ali Gholizadeh	0	0	0	0	62'	Sonradan	28 dk
Mehdi Ghayedi	0	0	0	0	62'	Sonradan	28 dk
Majid Hosseini	0	0	0	0	75'	Sonradan	15 dk
Omid Nourafkan	0	0	0	0	83'	Sonradan	7 dk
							
5. MAÇ: Yeni Zelanda 1 - 5 Belçika							
🇳🇿 Yeni Zelanda İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Oliver Sail (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Tim Payne	0	0	0	0	İlk 11	76'	76 dk
Michael Boxall	0	0	1 (54')	0	İlk 11	Maç Sonu	90 dk
Nando Pijnaker	0	0	0	0	İlk 11	Maç Sonu	90 dk
Liberato Cacace	0	0	0	0	İlk 11	Maç Sonu	90 dk
Joe Bell	0	0	0	0	İlk 11	81'	81 dk
Matthew Garbett	0	1	0	0	İlk 11	Maç Sonu	90 dk
Sarpreet Singh	0	0	0	0	İlk 11	63'	63 dk
Callum McCowatt	0	0	0	0	İlk 11	63'	63 dk
Chris Wood	1 (22')	0	0	0	İlk 11	Maç Sonu	90 dk
Ben Waine	0	0	0	0	İlk 11	76'	76 dk
Elijah Just	0	0	0	0	63'	Sonradan	27 dk
Alex Greive	0	0	0	0	63'	Sonradan	27 dk
Storm Roux	0	0	0	0	76'	Sonradan	14 dk
Max Mata	0	0	0	0	76'	Sonradan	14 dk
Clayton Lewis	0	0	0	0	81'	Sonradan	9 dk
🇧🇪 Belçika İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Koen Casteels (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Timothy Castagne	0	1	0	0	İlk 11	Maç Sonu	90 dk
Wout Faes	0	0	0	0	İlk 11	Maç Sonu	90 dk
Zeno Debast	0	0	0	0	İlk 11	80'	80 dk
Arthur Theate	0	0	0	0	İlk 11	Maç Sonu	90 dk
Amadou Onana	1 (14')	1	0	0	İlk 11	72'	72 dk
Orel Mangala	0	0	0	0	İlk 11	Maç Sonu	90 dk
Johan Bakayoko	1 (35')	1	0	0	İlk 11	61'	61 dk
Kevin De Bruyne	1 (49')	2	0	0	İlk 11	80'	80 dk
Jérémy Doku	0	0	0	0	İlk 11	61'	61 dk
Loïs Openda	2 (44', 71')	0	0	0	İlk 11	Maç Sonu	90 dk
Leandro Trossard	0	0	0	0	61'	Sonradan	29 dk
Charles De Ketelaere	0	0	0	0	61'	Sonradan	29 dk
Arthur Vermeeren	0	0	0	0	72'	Sonradan	18 dk
Jan Vertonghen	0	0	0	0	80'	Sonradan	10 dk
Youri Tielemans	0	0	0	0	80'	Sonradan	10 dk
							
							
5. MAÇ: Yeşil Burun Adaları 0 - 0 Suudi Arabistan							
🇨🇻 Yeşil Burun Adaları İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Vozinha (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Steven Moreira	0	0	0	0	İlk 11	Maç Sonu	90 dk
Logan Costa	0	0	0	0	İlk 11	Maç Sonu	90 dk
Roberto Lopes	0	0	1 (42')	0	İlk 11	Maç Sonu	90 dk
João Paulo	0	0	0	0	İlk 11	78'	78 dk
Kevin Pina	0	0	0	0	İlk 11	Maç Sonu	90 dk
Jamiro Monteiro	0	0	0	0	İlk 11	65'	65 dk
Deroy Duarte	0	0	0	0	İlk 11	Maç Sonu	90 dk
Ryan Mendes	0	0	0	0	İlk 11	78'	78 dk
Bebé	0	0	0	0	İlk 11	65'	65 dk
Jovane Cabral	0	0	0	0	İlk 11	Maç Sonu	90 dk
Garry Rodrigues	0	0	0	0	65'	Sonradan	25 dk
Kenny Rocha Santos	0	0	0	0	65'	Sonradan	25 dk
Diney Borges	0	0	0	0	78'	Sonradan	12 dk
Gilson Tavares	0	0	0	0	78'	Sonradan	12 dk
🇸🇦 Suudi Arabistan İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Mohammed Al-Owais (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Saud Abdulhamid	0	0	1 (73')	0	İlk 11	Maç Sonu	90 dk
Ali Lajami	0	0	0	0	İlk 11	Maç Sonu	90 dk
Ali Al-Bulaihi	0	0	0	0	İlk 11	Maç Sonu	90 dk
Yasir Al-Shahrani	0	0	0	0	İlk 11	82'	82 dk
Faisal Al-Ghamdi	0	0	0	0	İlk 11	Maç Sonu	90 dk
Abdullah Al-Khaibari	0	0	0	0	İlk 11	61'	61 dk
Mohamed Kanno	0	0	0	0	İlk 11	Maç Sonu	90 dk
Ayman Ahmed	0	0	0	0	İlk 11	61'	61 dk
Salem Al-Dawsari	0	0	0	0	İlk 11	Maç Sonu	90 dk
Firas Al-Buraikan	0	0	0	0	İlk 11	74'	74 dk
Abdulelah Al-Malki	0	0	0	0	61'	Sonradan	29 dk
Abdulrahman Ghareeb	0	0	0	0	61'	Sonradan	29 dk
Saleh Al-Shehri	0	0	0	0	74'	Sonradan	16 dk
Hassan Al-Tambakti	0	0	0	0	82'	Sonradan	8 dk
							
6. MAÇ: Uruguay 0 - 1 İspanya							
🇺🇾 Uruguay İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Sergio Rochet (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Nahitan Nández	0	0	1 (55')	0	İlk 11	Maç Sonu	90 dk
Ronald Araújo	0	0	0	0	İlk 11	Maç Sonu	90 dk
José María Giménez	0	0	0	0	İlk 11	82'	82 dk
Mathías Olivera	0	0	0	0	İlk 11	Maç Sonu	90 dk
Manuel Ugarte	0	0	0	0	İlk 11	74'	74 dk
Federico Valverde	0	0	0	0	İlk 11	Maç Sonu	90 dk
Facundo Pellistri	0	0	0	0	İlk 11	63'	63 dk
Nicolás de la Cruz	0	0	0	0	İlk 11	63'	63 dk
Brian Rodríguez	0	0	0	0	İlk 11	Maç Sonu	90 dk
Darwin Núñez	0	0	0	0	İlk 11	Maç Sonu	90 dk
Giorgian de Arrascaeta	0	0	0	0	63'	Sonradan	27 dk
Facundo Torres	0	0	0	0	63'	Sonradan	27 dk
Rodrigo Bentancur	0	0	0	0	74'	Sonradan	16 dk
Sebastián Cáceres	0	0	0	0	82'	Sonradan	8 dk
🇪🇸 İspanya İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Unai Simón (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Dani Carvajal	0	0	1 (68')	0	İlk 11	Maç Sonu	90 dk
Robin Le Normand	0	0	0	0	İlk 11	Maç Sonu	90 dk
Aymeric Laporte	0	0	0	0	İlk 11	Maç Sonu	90 dk
Alejandro Grimaldo	0	0	0	0	İlk 11	79'	79 dk
Rodri	0	0	0	0	İlk 11	Maç Sonu	90 dk
Fabian Ruiz	0	0	0	0	İlk 11	71'	71 dk
Lamine Yamal	0	1	0	0	İlk 11	85'	85 dk
Dani Olmo	0	0	0	0	İlk 11	71'	71 dk
Nico Williams	1 (31')	0	0	0	İlk 11	Maç Sonu	90 dk
Álvaro Morata	0	0	0	0	İlk 11	79'	79 dk
Pedri	0	0	0	0	71'	Sonradan	19 dk
Mikel Oyarzabal	0	0	0	0	71'	Sonradan	19 dk
Marc Cucurella	0	0	0	0	79'	Sonradan	11 dk
Joselu	0	0	0	0	79'	Sonradan	11 dk
Ferran Torres	0	0	0	0	85'	Sonradan	5 dk
							
5. MAÇ: Senegal 5 - 0 Irak							
🇸🇳 Senegal İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Mory Diaw (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Krépin Diatta	0	0	0	0	İlk 11	Maç Sonu	90 dk
Abdoulaye Seck	0	1	1 (18')	0	İlk 11	57'	57 dk
Moussa Niakhaté	0	0	0	0	İlk 11	Maç Sonu	90 dk
Ismail Jakobs	0	0	0	0	İlk 11	Maç Sonu	90 dk
Idrissa Gueye	0	0	0	0	İlk 11	Maç Sonu	90 dk
Lamine Camara	0	1	0	0	İlk 11	56'	56 dk
Habib Diarra	1 (4')	0	0	0	İlk 11	56'	56 dk
Ibrahim Mbaye	0	0	0	0	İlk 11	56'	56 dk
Sadio Mané	0	0	0	0	İlk 11	Maç Sonu	90 dk
Ismaïla Sarr	1 (56')	1	0	0	İlk 11	80'	80 dk
Iliman Ndiaye	1 (82')	1	0	0	56'	Sonradan	34 dk
Nicolas Jackson	0	0	0	0	56'	Sonradan	34 dk
Pape Gueye	2 (59', 71')	1	1 (81')	0	56'	Sonradan	34 dk
Pathé Ciss	0	0	0	0	57'	Sonradan	33 dk
Assane Diao	0	0	0	0	80'	Sonradan	10 dk
🇮🇶 Irak İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Ahmed Basil (GK)	0	0	0	0	İlk 11	45'	45 dk
Frans Putros	0	0	0	0	İlk 11	Maç Sonu	90 dk
Rebin Sulaka	0	0	0	1 (13')	İlk 11	13'	13 dk
Akam Hashim	0	0	0	0	İlk 11	Maç Sonu	90 dk
Merchas Doski	0	0	1 (90')	0	İlk 11	Maç Sonu	90 dk
İbrahim Bayeş	0	0	0	0	İlk 11	Maç Sonu	90 dk
Zidane Iqbal	0	0	0	0	İlk 11	66'	66 dk
Amir Al-Ammari	0	0	1 (75')	0	İlk 11	Maç Sonu	90 dk
Ahmed Qasem	0	0	0	0	İlk 11	15'	15 dk
Ali Al-Hamadi	0	0	0	0	İlk 11	57'	57 dk
Ali Casim	0	0	0	0	İlk 11	57'	57 dk
Manaf Younis	0	0	0	0	15'	Sonradan	75 dk
Celal Hasan (GK)	0	0	0	0	45'	Sonradan	45 dk
Ali Yousif	0	0	0	0	57'	Sonradan	33 dk
Ahmed Mekenzi	0	0	0	0	57'	Sonradan	33 dk
Kevin Yakob	0	0	0	0	66'	Sonradan	24 dk
							
6. MAÇ: Norveç 1 - 4 Fransa							
🇳🇴 Norveç İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Egil Selvik (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Fredrik Aursnes	0	0	0	0	İlk 11	Maç Sonu	90 dk
Henrik Falchener	0	0	0	0	İlk 11	67'	67 dk
Leo Østigård	0	0	0	0	İlk 11	Maç Sonu	90 dk
Fredrik André Bjørkan	0	0	0	0	İlk 11	45'	45 dk
Kristian Thorstvedt	0	0	0	0	İlk 11	45'	45 dk
Patrick Berg	0	0	1 (10')	0	İlk 11	Maç Sonu	90 dk
Thelo Aasgaard	1 (21')	0	0	0	İlk 11	Maç Sonu	90 dk
Oscar Bobb	0	0	0	0	İlk 11	83'	83 dk
Jørgen Strand Larsen	0	0	0	0	İlk 11	Maç Sonu	90 dk
Andreas Schjelderup	0	1	0	0	İlk 11	83'	83 dk
Marcus H. Pedersen	0	0	0	0	45'	Sonradan	45 dk
Morten Thorsby	0	0	0	0	45'	Sonradan	45 dk
Sondre Langås	0	0	0	0	67'	Sonradan	23 dk
Jens Petter Hauge	0	0	0	0	83'	Sonradan	7 dk
Antonio Nusa	0	0	0	0	83'	Sonradan	7 dk
Not: Norveç'te Jørgen Strand Larsen 49. dakikada bir penaltı atışından yararlanamamıştır.							
🇫🇷 Fransa İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Mike Maignan (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Jules Koundé	0	0	0	0	İlk 11	86'	86 dk
Dayot Upamecano	0	0	0	0	İlk 11	75'	75 dk
Maxence Lacroix	0	0	0	0	İlk 11	Maç Sonu	90 dk
Théo Hernandez	0	0	0	0	İlk 11	Maç Sonu	90 dk
Aurélien Tchouaméni	0	1	1 (74')	0	İlk 11	Maç Sonu	90 dk
Manu Koné	0	0	0	0	İlk 11	Maç Sonu	90 dk
Ousmane Dembélé	3 (7', 20', 32')	0	0	0	İlk 11	64'	64 dk
Michael Olise	0	0	0	0	İlk 11	64'	64 dk
Désiré Doué	1 (90+3')	0	0	0	İlk 11	Maç Sonu	90 dk
Kylian Mbappé	0	2	0	0	İlk 11	86'	86 dk
Bradley Barcola	0	1	0	0	64'	Sonradan	26 dk
Rayan Cherki	0	0	0	0	64'	Sonradan	26 dk
Ibrahima Konaté	0	0	0	0	75'	Sonradan	15 dk
Malo Gusto	0	0	0	0	86'	Sonradan	4 dk
Jean-Philippe Mateta	0	0	0	0	86'	Sonradan	4 dk
							
5. MAÇ: Ürdün 1 - 3 Arjantin							
🇯🇴 Ürdün İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Yezid Ebu Leyla (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Abdullah Nasib	0	0	0	0	İlk 11	Maç Sonu	90 dk
Yezen el-Arab	0	0	1 (64')	0	İlk 11	Maç Sonu	90 dk
Hüsam Ebu Zeheb	0	0	0	0	İlk 11	89'	89 dk
İhsan Haddad	0	1	0	0	İlk 11	Maç Sonu	90 dk
Nizar er-Reşdan	0	0	0	0	İlk 11	75'	75 dk
Nur er-Revabide	0	0	0	0	İlk 11	Maç Sonu	90 dk
Muhanned Ebu Taha	0	0	1 (17')	0	İlk 11	Maç Sonu	90 dk
Ali Azaizeh	0	0	0	0	İlk 11	45'	45 dk
Udeh el-Fahuri	0	0	0	0	İlk 11	45'	45 dk
Ali Ulvan	0	0	0	0	İlk 11	89'	89 dk
Musa et-Ta'mari	1 (55')	0	0	0	45'	Sonradan	45 dk
Mahmud el-Merzi	0	0	0	0	45'	Sonradan	45 dk
Amir Camus	0	0	0	0	75'	Sonradan	15 dk
Selim Ubeyd	0	0	0	0	89'	Sonradan	1 dk
Muhammed Ebu Züreyk	0	0	1 (90+4')	0	89'	Sonradan	1 dk
🇦🇷 Arjantin İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Emiliano Martínez (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Giuliano Simeone	0	0	0	0	İlk 11	71'	71 dk
Nicolás Otamendi	0	0	0	0	İlk 11	Maç Sonu	90 dk
Marcos Senesi	0	0	0	0	İlk 11	Maç Sonu	90 dk
Nicolás Tagliafico	0	0	0	0	İlk 11	Maç Sonu	90 dk
Nico Paz	0	0	0	0	İlk 11	61'	61 dk
Leandro Paredes	0	0	0	0	İlk 11	Maç Sonu	90 dk
Exequiel Palacios	0	0	0	0	İlk 11	Maç Sonu	90 dk
Giovani Lo Celso	1 (19')	0	0	0	İlk 11	60'	60 dk
Julián Álvarez	0	0	0	0	İlk 11	82'	82 dk
Lautaro Martínez	1 (31')	0	0	0	İlk 11	60'	60 dk
Thiago Almada	0	0	0	0	60'	Sonradan	30 dk
Lionel Messi	1 (80')	0	0	0	60'	Sonradan	30 dk
Alexis Mac Allister	0	0	0	0	61'	Sonradan	29 dk
Valentín Barco	0	0	0	0	71'	Sonradan	19 dk
José Manuel López	0	0	0	0	82'	Sonradan	8 dk
							
⚽ 6. MAÇ: Cezayir 3 - 3 Avusturya							
🇩🇿 Cezayir İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Oussama Benbot (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Rafik Belghali	1 (45')	0	0	0	İlk 11	70'	70 dk
Aissa Mandi	0	0	0	0	İlk 11	Maç Sonu	90 dk
Rami Bensebaini	0	0	0	0	İlk 11	Maç Sonu	90 dk
Jaouen Hadjam	0	0	0	0	İlk 11	70'	70 dk
Houssem Aouar	0	2	0	0	İlk 11	90'	90 dk
Ibrahim Maza	0	0	0	0	İlk 11	Maç Sonu	90 dk
Riyad Mahrez	2 (60', 90+3')	0	0	0	İlk 11	Maç Sonu	90 dk
Nabil Bentaleb	0	0	0	0	İlk 11	Maç Sonu	90 dk
Farès Chaïbi	0	0	0	0	İlk 11	Maç Sonu	90 dk
Amine Gouiri	0	0	0	0	İlk 11	70'	70 dk
Rayan Aït-Nouri	0	0	0	0	70'	Sonradan	20 dk
Zeyneddin Belid	0	0	0	0	70'	Sonradan	20 dk
Samir Chergui	0	0	0	0	70'	Sonradan	20 dk
Farès Ghedjemis	0	0	0	0	90'	Sonradan	1 dk
🇦🇹 Avusturya İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Alexander Schlager (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Stefan Posch	0	0	0	0	İlk 11	Maç Sonu	90 dk
Philipp Lienhart	0	0	0	0	İlk 11	Maç Sonu	90 dk
David Alaba	0	1	0	0	İlk 11	62'	62 dk
Phillipp Mwene	0	0	0	0	İlk 11	90'	90 dk
Nicolas Seiwald	0	0	0	0	İlk 11	Maç Sonu	90 dk
Xaver Schlager	0	0	0	0	İlk 11	45'	45 dk
Romano Schmid	0	0	0	0	İlk 11	45'	45 dk
Konrad Laimer	0	1	0	0	İlk 11	Maç Sonu	90 dk
Marcel Sabitzer	1 (55')	0	0	0	İlk 11	Maç Sonu	90 dk
Marko Arnautović	1 (28')	0	1 (11')	0	İlk 11	45'	45 dk
Paul Wanner	0	0	0	0	45'	Sonradan	45 dk
Michael Gregoritsch	0	1	0	0	45'	Sonradan	45 dk
Florian Grillitsch	0	0	0	0	45'	Sonradan	45 dk
Kevin Danso	0	0	0	0	62'	Sonradan	28 dk
Saša Kalajdžić	1 (90+6')	0	0	0	90'	Sonradan	1 dk
							
5. MAÇ: Kolombiya 0 - 0 Portekiz							
🇨🇴 Kolombiya İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Camilo Vargas (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Daniel Muñoz	0	0	0	0	İlk 11	Maç Sonu	90 dk
Davinson Sánchez	0	0	1 (61')	0	İlk 11	Maç Sonu	90 dk
Jhon Lucumí	0	0	0	0	İlk 11	Maç Sonu	90 dk
Johan Mojica	0	0	0	0	İlk 11	82'	82 dk
Jefferson Lerma	0	0	0	0	İlk 11	Maç Sonu	90 dk
Richard Ríos	0	0	0	0	İlk 11	74'	74 dk
Jhon Arias	0	0	0	0	İlk 11	Maç Sonu	90 dk
James Rodríguez	0	0	0	0	İlk 11	74'	74 dk
Luis Díaz	0	0	0	0	İlk 11	Maç Sonu	90 dk
Jhon Durán	0	0	0	0	İlk 11	65'	65 dk
Rafael Santos Borré	0	0	0	0	65'	Sonradan	25 dk
Juan Fernando Quintero	0	0	0	0	74'	Sonradan	16 dk
Kevin Castaño	0	0	0	0	74'	Sonradan	16 dk
Yaser Asprilla	0	0	0	0	82'	Sonradan	8 dk
🇵🇹 Portekiz İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Diogo Costa (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Diogo Dalot	0	0	0	0	İlk 11	Maç Sonu	90 dk
Rúben Dias	0	0	0	0	İlk 11	Maç Sonu	90 dk
Gonçalo Inácio	0	0	0	0	İlk 11	Maç Sonu	90 dk
Nuno Mendes	0	0	1 (40')	0	İlk 11	78'	78 dk
João Palhinha	0	0	0	0	İlk 11	Maç Sonu	90 dk
Vitinha	0	0	0	0	İlk 11	68'	68 dk
Bruno Fernandes	0	0	0	0	İlk 11	Maç Sonu	90 dk
Bernardo Silva	0	0	0	0	İlk 11	68'	68 dk
Rafael Leão	0	0	0	0	İlk 11	78'	78 dk
Cristiano Ronaldo	0	0	0	0	İlk 11	Maç Sonu	90 dk
Rúben Neves	0	0	0	0	68'	Sonradan	22 dk
João Félix	0	0	0	0	68'	Sonradan	22 dk
João Cancelo	0	0	0	0	78'	Sonradan	12 dk
Pedro Neto	0	0	0	0	78'	Sonradan	12 dk
							
⚽ 6. MAÇ: Demokratik Kongo 0 - 0 Özbekistan							
🇨🇩 Demokratik Kongo İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Dimitry Bertaud (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Gedeon Kalulu	0	0	0	0	İlk 11	Maç Sonu	90 dk
Chancel Mbemba	0	0	1 (73')	0	İlk 11	Maç Sonu	90 dk
Henoc Inonga	0	0	0	0	İlk 11	Maç Sonu	90 dk
Arthur Masuaku	0	0	0	0	İlk 11	Maç Sonu	90 dk
Samuel Moutoussamy	0	0	0	0	İlk 11	81'	81 dk
Charles Pickel	0	0	0	0	İlk 11	Maç Sonu	90 dk
Theo Bongonda	0	0	0	0	İlk 11	64'	64 dk
Gaël Kakuta	0	0	0	0	İlk 11	64'	64 dk
Yoane Wissa	0	0	0	0	İlk 11	Maç Sonu	90 dk
Simon Banza	0	0	0	0	İlk 11	75'	75 dk
Meschack Elia	0	0	0	0	64'	Sonradan	26 dk
Chadrac Akolo	0	0	0	0	64'	Sonradan	26 dk
Fiston Mayele	0	0	0	0	75'	Sonradan	15 dk
Edo Kayembe	0	0	0	0	81'	Sonradan	9 dk
🇺🇿 Özbekistan İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Utkir Yusupov (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Rustam Ashurmatov	0	0	0	0	İlk 11	Maç Sonu	90 dk
Abdukodir Khusanov	0	0	1 (34')	0	İlk 11	Maç Sonu	90 dk
Husniddin Aliqulov	0	0	0	0	İlk 11	Maç Sonu	90 dk
Sherzod Nasrullaev	0	0	0	0	İlk 11	79'	79 dk
Khojimat Erkinov	0	0	0	0	İlk 11	60'	60 dk
Otabek Shukurov	0	0	0	0	İlk 11	Maç Sonu	90 dk
Odiljon Hamrobekov	0	0	0	0	İlk 11	Maç Sonu	90 dk
Farrukh Sayfiev	0	0	0	0	İlk 11	Maç Sonu	90 dk
Abbosbek Fayzullaev	0	0	0	0	İlk 11	85'	85 dk
Eldor Shomurodov	0	0	0	0	İlk 11	79'	79 dk
