1. MAÇ: Meksika 2 - 0 Güney Afrika (11 Haziran 2026)
🇲🇽 Meksika İstatistikleri
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Lucas Bergvall	0	1	0	0	65'	Sonradan	25 dk
Robin Olsen (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Emil Holm	0	0	0	0	İlk 11	Maç Sonu	90 dk
Isak Hien	0	0	0	0	İlk 11	Maç Sonu	90 dk
Victor Lindelöf	0	0	0	0	İlk 11	Maç Sonu	90 dk
Gabriel Gudmundsson	0	0	0	0	İlk 11	65'	65 dk
Jens Cajuste	0	0	0	0	İlk 11	Maç Sonu	90 dk
Dejan Kulusevski	0	0	0	0	İlk 11	Maç Sonu	90 dk
Anthony Elanga	0	0	0	0	90'	Sonradan	0 dk
Daniel Svensson	0	0	0	0	90+1'	Sonradan	0 dk
🇹🇳 Tunus İstatistikleri [1, 2, 3]
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Omar Rekik	1 (43')	0	0	0	İlk 11	Maç Sonu	90 dk
Hannibal Mejbri	0	1	0	0	İlk 11	Maç Sonu	90 dk
Rani Khedira	0	0	1 (54')	0	İlk 11	83'	83 dk
Aymen Dahmen (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Yan Valery	0	0	0	0	İlk 11	72'	72 dk
Montassar Talbi	0	0	0	0	İlk 11	Maç Sonu	90 dk
Yassine Meriah	0	0	0	0	İlk 11	Maç Sonu	90 dk
Ali Abdi	0	0	0	0	İlk 11	Maç Sonu	90 dk
Ellyes Skhiri	0	0	0	0	İlk 11	72'	72 dk
Elias Achouri	0	0	0	0	İlk 11	72'	72 dk
Anis Ben Slimane	0	0	0	0	İlk 11	84'	84 dk
Sayfallah Ltaief	0	0	0	0	72'	Sonradan	18 dk
Elias Saad	0	0	0	0	72'	Sonradan	18 dk
Mohamed Belhadj	0	0	0	0	72'	Sonradan	18 dk
Firas Chaouat	0	0	0	0	84'	Sonradan	6 dk


1. MAÇ: Belçika 1 - 1 Mısır (15 Haziran 2026)
🇧🇪 Belçika İstatistikleri
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Mohamed Hany (KK)	1 (66')	0	0	0	-	-	90 dk
Timothy Castagne	0	0	1 (13')	0	İlk 11	56'	56 dk
Thibaut Courtois (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Thomas Meunier	0	0	0	0	İlk 11	Maç Sonu	90 dk
Brandon Mechele	0	0	0	0	İlk 11	Maç Sonu	90 dk
Benoît Ngoy	0	0	0	0	İlk 11	Maç Sonu	90 dk
Amadou Onana	0	0	0	0	İlk 11	Maç Sonu	90 dk
Youri Tielemans	0	0	0	0	İlk 11	74'	74 dk
Kevin De Bruyne	0	0	0	0	İlk 11	Maç Sonu	90 dk
Dodi Lukebakio	0	0	0	0	İlk 11	56'	56 dk
Leandro Trossard	0	0	0	0	İlk 11	74'	74 dk
Charles De Ketelaere	0	0	0	0	İlk 11	Maç Sonu	90 dk
Maxim De Cuyper	0	0	1 (74')	0	56'	Sonradan	34 dk
Johan Bakayoko	0	0	0	0	56'	Sonradan	34 dk
Romelu Lukaku	0	0	0	0	74'	Sonradan	16 dk
Orel Mangala	0	0	0	0	74'	Sonradan	16 dk
🇪🇬 Mısır İstatistikleri
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Emam Ashour	1 (19')	0	0	0	İlk 11	71'	71 dk
Muhammed Salah	0	1	0	0	İlk 11	76'	76 dk
Mervan Atiyye	0	0	1 (12')	0	İlk 11	Maç Sonu	90 dk
Ahmed Ebü'l-Feth	0	0	1 (33')	0	İlk 11	88'	88 dk
Mohamed El Shenawy (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Mohamed Hany	0	0	0	0	İlk 11	Maç Sonu	90 dk
Mohamed Abdelmonem	0	0	0	0	İlk 11	Maç Sonu	90 dk
Ahmed Hegazi	0	0	0	0	İlk 11	Maç Sonu	90 dk
Mohamed Elneny	0	0	0	0	İlk 11	Maç Sonu	90 dk
Trézéguet	0	0	0	0	İlk 11	Maç Sonu	90 dk
Mostafa Mohamed	0	0	0	0	İlk 11	71'	71 dk
Hamdi Fathi	0	0	0	0	71'	Sonradan	19 dk
Omar Marmoush	0	0	0	0	71'	Sonradan	19 dk
Mustafa Fathi	0	0	0	0	76'	Sonradan	14 dk
Karim Hafez	0	0	0	0	88'	Sonradan	2 dk

2. MAÇ: İran 2 - 2 Yeni Zelanda (15 Haziran 2026)
🇮🇷 İran İstatistikleri
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Ramin Rezaeian	1 (33')	1	0	0	İlk 11	Maç Sonu	90 dk
Mohammad Mohebi	1 (64')	0	0	0	İlk 11	Maç Sonu	90 dk
Ehsan Hajsafi	0	0	1 (89')	0	75'	Sonradan	15 dk
Alireza Beiranvand (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Hossein Khalilzadeh	0	0	0	0	İlk 11	Maç Sonu	90 dk
M. Kanaanizadegan	0	0	0	0	İlk 11	Maç Sonu	90 dk
Milad Mohammadi	0	0	0	0	İlk 11	75'	75 dk
Saeid Ezatolahi	0	0	0	0	İlk 11	Maç Sonu	90 dk
Saman Ghoddos	0	0	0	0	İlk 11	68'	68 dk
Alireza Jahanbakhsh	0	0	0	0	İlk 11	68'	68 dk
Mehdi Taremi	0	0	0	0	İlk 11	Maç Sonu	90 dk
Sardar Azmoun	0	0	0	0	İlk 11	80'	80 dk
Ali Gholizadeh	0	0	0	0	68'	Sonradan	22 dk
Mehdi Torabi	0	0	0	0	68'	Sonradan	22 dk
Shahriyar Moghanlou	0	0	0	0	80'	Sonradan	10 dk
🇳🇿 Yeni Zelanda İstatistikleri
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Elijah Just	2 (7', 54')	0	0	0	İlk 11	Maç Sonu	90 dk
Chris Wood	0	2	0	0	İlk 11	Maç Sonu	90 dk
Alex Paulsen (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Michael Boxall	0	0	0	0	İlk 11	Maç Sonu	90 dk
Tyler Bindon	0	0	0	0	İlk 11	Maç Sonu	90 dk
Nando Pijnaker	0	0	0	0	İlk 11	Maç Sonu	90 dk
Liberato Cacace	0	0	0	0	İlk 11	Maç Sonu	90 dk
Joe Bell	0	0	0	0	İlk 11	Maç Sonu	90 dk
Marko Stamenic	0	0	0	0	İlk 11	78'	78 dk
Matthew Garbett	0	0	0	0	İlk 11	68'	68 dk
Ben Old	0	0	0	0	İlk 11	68'	68 dk
Sarpreet Singh	0	0	0	0	68'	Sonradan	22 dk
Ben Waine	0	0	0	0	68'	Sonradan	22 dk
Tommy Thomas	0	0	0	0	78'	Sonradan	12 dk


1. MAÇ: Portekiz 3 - 2 Gana (16 Haziran 2026)
🇵🇹 Portekiz İstatistikleri
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Cristiano Ronaldo	1 (65' P)	0	0	0	İlk 11	88'	88 dk
João Félix	1 (78')	0	0	0	İlk 11	88'	88 dk
Rafael Leão	1 (80')	0	0	0	77'	Sonradan	13 dk
Bruno Fernandes	0	2	1 (90+5')	0	İlk 11	Maç Sonu	90 dk
Danilo Pereira	0	0	1 (90+1')	0	İlk 11	Maç Sonu	90 dk
Diogo Costa (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
João Cancelo	0	0	0	0	İlk 11	Maç Sonu	90 dk
Rúben Dias	0	0	0	0	İlk 11	Maç Sonu	90 dk
Raphaël Guerreiro	0	0	0	0	İlk 11	Maç Sonu	90 dk
Rúben Neves	0	0	0	0	İlk 11	77'	77 dk
Otávio	0	0	0	0	İlk 11	56'	56 dk
Bernardo Silva	0	0	0	0	İlk 11	88'	88 dk
William Carvalho	0	0	0	0	56'	Sonradan	34 dk
Gonçalo Ramos	0	0	0	0	88'	Sonradan	2 dk
João Mário	0	0	0	0	88'	Sonradan	2 dk
Palhinha	0	0	0	0	88'	Sonradan	2 dk
🇬🇭 Gana İstatistikleri
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
André Ayew	1 (73')	0	1 (49')	0	İlk 11	77'	77 dk
Osman Bukari	1 (89')	0	0	0	77'	Sonradan	13 dk
Mohammed Kudus	0	1	1 (45+1')	0	İlk 11	77'	77 dk
Baba Rahman	0	1	0	0	İlk 11	Maç Sonu	90 dk
Mohammed Salisu	0	0	1 (45')	0	İlk 11	90+2'	92 dk
Alidu Seidu	0	0	1 (57')	0	İlk 11	66'	66 dk
Iñaki Williams	0	0	1 (90+1')	0	İlk 11	Maç Sonu	90 dk
Lawrence Ati-Zigi (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Daniel Amartey	0	0	0	0	İlk 11	Maç Sonu	90 dk
Alexander Djiku	0	0	0	0	İlk 11	Maç Sonu	90 dk
Thomas Partey	0	0	0	0	İlk 11	Maç Sonu	90 dk
Sali Abdul Samed	0	0	0	0	İlk 11	90+2'	92 dk
Tariq Lamptey	0	0	0	0	66'	Sonradan	24 dk
Jordan Ayew	0	0	0	0	77'	Sonradan	13 dk
Daniel-Kofi Kyereh	0	0	0	0	90+2'	Sonradan	0 dk
Antoine Semenyo	0	0	0	0	90+2'	Sonradan	0 dk

2. MAÇ: Uruguay 0 - 0 Fas (16 Haziran 2026)
🇺🇾 Uruguay İstatistikleri
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Sergio Rochet (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Martín Cáceres	0	0	1 (57')	0	İlk 11	Maç Sonu	90 dk
Diego Godín	0	0	0	0	İlk 11	Maç Sonu	90 dk
José María Giménez	0	0	0	0	İlk 11	Maç Sonu	90 dk
Mathías Olivera	0	0	0	0	İlk 11	79'	79 dk
Federico Valverde	0	0	0	0	İlk 11	Maç Sonu	90 dk
Rodrigo Bentancur	0	0	0	0	İlk 11	Maç Sonu	90 dk
Matías Vecino	0	0	0	0	İlk 11	71'	71 dk
Facundo Pellistri	0	0	0	0	İlk 11	88'	88 dk
Luis Suárez	0	0	0	0	İlk 11	64'	64 dk
Darwin Núñez	0	0	0	0	İlk 11	Maç Sonu	90 dk
Edinson Cavani	0	0	0	0	64'	Sonradan	26 dk
Nicolás de la Cruz	0	0	0	0	71'	Sonradan	19 dk
Matías Viña	0	0	0	0	79'	Sonradan	11 dk
Guillermo Varela	0	0	0	0	88'	Sonradan	2 dk
🇲🇦 Fas İstatistikleri
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Sofyan Amrabat	0	0	1 (78')	0	İlk 11	Maç Sonu	90 dk
Yassine Bounou (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Achraf Hakimi	0	0	0	0	İlk 11	Maç Sonu	90 dk
Nayef Aguerd	0	0	0	0	İlk 11	Maç Sonu	90 dk
Romain Saïss	0	0	0	0	İlk 11	Maç Sonu	90 dk
Noussair Mazraoui	0	0	0	0	İlk 11	60'	60 dk
Azzedine Ounahi	0	0	0	0	İlk 11	71'	71 dk
Selim Amallah	0	0	0	0	İlk 11	Maç Sonu	90 dk
Hakim Ziyech	0	0	0	0	İlk 11	Maç Sonu	90 dk
Sofiane Boufal	0	0	0	0	İlk 11	65'	65 dk
Youssef En-Nesyri	0	0	0	0	İlk 11	81'	81 dk
Yahia Attiyat Allah	0	0	0	0	60'	Sonradan	30 dk
Abde Ezzalzouli	0	0	0	0	65'	Sonradan	25 dk
Abdelhamid Sabiri	0	0	0	0	71'	Sonradan	19 dk
Abderrazak Hamdallah	0	0	0	0	81'	Sonradan	9 dk


1. MAÇ: Fransa 3 - 1 Senegal (16 Haziran 2026)
🇫🇷 Fransa İstatistikleri
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Kylian Mbappé	2 (14', 72')	0	0	0	İlk 11	Maç Sonu	90 dk
Ousmane Dembélé	1 (41')	1	0	0	İlk 11	79'	79 dk
Antoine Griezmann	0	1	0	0	İlk 11	83'	83 dk
Mike Maignan (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Jules Koundé	0	0	0	0	İlk 11	Maç Sonu	90 dk
Dayot Upamecano	0	0	1 (33')	0	İlk 11	Maç Sonu	90 dk
William Saliba	0	0	0	0	İlk 11	Maç Sonu	90 dk
Théo Hernandez	0	0	0	0	İlk 11	83'	83 dk
Aurélien Tchouaméni	0	0	0	0	İlk 11	Maç Sonu	90 dk
Eduardo Camavinga	0	0	0	0	İlk 11	68'	68 dk
Marcus Thuram	0	0	0	0	İlk 11	68'	68 dk
Youssouf Fofana	0	0	0	0	68'	Sonradan	22 dk
Olivier Giroud	0	0	0	0	68'	Sonradan	22 dk
Bradley Barcola	0	0	0	0	79'	Sonradan	11 dk
Ferland Mendy	0	0	0	0	83'	Sonradan	7 dk
Warren Zaïre-Emery	0	0	0	0	83'	Sonradan	7 dk
🇸🇳 Senegal İstatistikleri
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Sadio Mané	1 (58')	0	0	0	İlk 11	Maç Sonu	90 dk
Nicolas Jackson	0	1	0	0	İlk 11	75'	75 dk
Idrissa Gueye	0	0	1 (22')	0	İlk 11	Maç Sonu	90 dk
Kalidou Koulibaly	0	0	1 (65')	0	İlk 11	Maç Sonu	90 dk
Édouard Mendy (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Formose Mendy	0	0	0	0	İlk 11	Maç Sonu	90 dk
Abdou Diallo	0	0	0	0	İlk 11	Maç Sonu	90 dk
Ismail Jakobs	0	0	0	0	İlk 11	81'	81 dk
Pape Matar Sarr	0	0	0	0	İlk 11	Maç Sonu	90 dk
Nampalys Mendy	0	0	0	0	İlk 11	63'	63 dk
Ismaïla Sarr	0	0	0	0	İlk 11	75'	75 dk
Pathé Ciss	0	0	0	0	63'	Sonradan	27 dk
Boulaye Dia	0	0	0	0	75'	Sonradan	15 dk
Iliman Ndiaye	0	0	0	0	75'	Sonradan	15 dk
Fodé Ballo-Touré	0	0	0	0	81'	Sonradan	9 dk

2. MAÇ: Irak 1 - 4 Norveç (17 Haziran 2026)
🇮🇶 Irak İstatistikleri
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Aymen Hussein	1 (45+2')	0	0	0	İlk 11	80'	80 dk
Ali Jasim	0	1	0	0	İlk 11	Maç Sonu	90 dk
Amir Al-Ammari	0	0	1 (18')	0	İlk 11	Maç Sonu	90 dk
Saad Natiq	0	0	1 (54')	0	İlk 11	Maç Sonu	90 dk
Jalal Hassan (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Hussein Ali	0	0	0	0	İlk 11	Maç Sonu	90 dk
Rebin Sulaka	0	0	0	0	İlk 11	71'	71 dk
Merdhas Doski	0	0	0	0	İlk 11	Maç Sonu	90 dk
Osama Rashid	0	0	0	0	İlk 11	62'	62 dk
Ibrahim Bayesh	0	0	0	0	İlk 11	Maç Sonu	90 dk
Youssef Amyn	0	0	0	0	İlk 11	62'	62 dk
Zidane Iqbal	0	0	0	0	62'	Sonradan	28 dk
Mohanad Ali	0	0	0	0	62'	Sonradan	28 dk
Zaid Tahseen	0	0	0	0	71'	Sonradan	19 dk
Pashang Abdulla	0	0	0	0	80'	Sonradan	10 dk
🇳🇴 Norveç İstatistikleri
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Erling Haaland	2 (8', 61')	1	0	0	İlk 11	82'	82 dk
Martin Ødegaard	1 (29')	2	0	0	İlk 11	Maç Sonu	90 dk
Alexander Sørloth	1 (77')	1	0	0	İlk 11	Maç Sonu	90 dk
Sander Berge	0	0	1 (41')	0	İlk 11	Maç Sonu	90 dk
Ørjan Nyland (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Julian Ryerson	0	0	0	0	İlk 11	Maç Sonu	90 dk
Leo Østigård	0	0	0	0	İlk 11	Maç Sonu	90 dk
Kristoffer Ajer	0	0	0	0	İlk 11	75'	75 dk
Fredrik Bjørkan	0	0	0	0	İlk 11	Maç Sonu	90 dk
Patrick Berg	0	0	0	0	İlk 11	68'	68 dk
Antonio Nusa	0	0	0	0	İlk 11	68'	68 dk
Oscar Bobb	0	0	0	0	68'	Sonradan	22 dk
Kristian Thorstvedt	0	0	0	0	68'	Sonradan	22 dk
Andreas Hanche-Olsen	0	0	0	0	75'	Sonradan	15 dk
Jørgen Strand Larsen	0	0	0	0	82'	Sonradan	8 dk

1. MAÇ: Arjantin 3 - 0 Cezayir (17 Haziran 2026)
🇦🇷 Arjantin İstatistikleri
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Lautaro Martínez	2 (24', 68')	0	0	0	İlk 11	79'	79 dk
Julián Álvarez	1 (41')	1	0	0	İlk 11	Maç Sonu	90 dk
Lionel Messi	0	2	0	0	İlk 11	Maç Sonu	90 dk
Alexis Mac Allister	0	0	1 (35')	0	İlk 11	72'	72 dk
Emiliano Martínez (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Nahuel Molina	0	0	0	0	İlk 11	Maç Sonu	90 dk
Cristian Romero	0	0	0	0	İlk 11	Maç Sonu	90 dk
Nicolas Otamendi	0	0	0	0	İlk 11	83'	83 dk
Nicolás Tagliafico	0	0	0	0	İlk 11	Maç Sonu	90 dk
Enzo Fernández	0	0	0	0	İlk 11	Maç Sonu	90 dk
Rodrigo De Paul	0	0	0	0	İlk 11	72'	72 dk
Exequiel Palacios	0	0	0	0	72'	Sonradan	18 dk
Leandro Paredes	0	0	0	0	72'	Sonradan	18 dk
Alejandro Garnacho	0	0	0	0	79'	Sonradan	11 dk
Lisandro Martínez	0	0	0	0	83'	Sonradan	7 dk
🇩🇿 Cezayir İstatistikleri
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Riyad Mahrez	0	0	1 (55')	0	İlk 11	Maç Sonu	90 dk
Ramy Bensebaini	0	0	1 (62')	0	İlk 11	Maç Sonu	90 dk
Anthony Mandrea (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Youcef Atal	0	0	0	0	İlk 11	76'	76 dk
Aïssa Mandi	0	0	0	0	İlk 11	Maç Sonu	90 dk
Ahmed Touba	0	0	0	0	İlk 11	Maç Sonu	90 dk
Rayan Aït-Nouri	0	0	0	0	İlk 11	81'	81 dk
Ramiz Zerrouki	0	0	0	0	İlk 11	Maç Sonu	90 dk
Nabil Bentaleb	0	0	0	0	İlk 11	65'	65 dk
Houssem Aouar	0	0	0	0	İlk 11	65'	65 dk
Amine Gouiri	0	0	0	0	İlk 11	76'	76 dk
Hicham Boudaoui	0	0	0	0	65'	Sonradan	25 dk
Farès Chaïbi	0	0	0	0	65'	Sonradan	25 dk
Kevin Van Den Kerkhof	0	0	0	0	76'	Sonradan	14 dk
Baghdad Bounedjah	0	0	0	0	76'	Sonradan	14 dk
Yasser Larouci	0	0	0	0	81'	Sonradan	9 dk

2. MAÇ: Avusturya 3 - 1 Ürdün (17 Haziran 2026)
🇦🇹 Avusturya İstatistikleri
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Michael Gregoritsch	1 (18')	1	0	0	İlk 11	74'	74 dk
Christoph Baumgartner	1 (35')	1	0	0	İlk 11	Maç Sonu	90 dk
Marcel Sabitzer	1 (82')	0	0	0	İlk 11	Maç Sonu	90 dk
Konrad Laimer	0	1	1 (51')	0	İlk 11	Maç Sonu	90 dk
Alexander Schlager (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Stefan Posch	0	0	0	0	İlk 11	Maç Sonu	90 dk
Kevin Danso	0	0	0	0	İlk 11	Maç Sonu	90 dk
Philipp Lienhart	0	0	0	0	İlk 11	78'	78 dk
Phillipp Mwene	0	0	0	0	İlk 11	Maç Sonu	90 dk
Nicolas Seiwald	0	0	0	0	İlk 11	68'	68 dk
Patrick Wimmer	0	0	0	0	İlk 11	68'	68 dk
Florian Grillitsch	0	0	0	0	68'	Sonradan	22 dk
Romano Schmid	0	0	0	0	68'	Sonradan	22 dk
Marko Arnautović	0	0	0	0	74'	Sonradan	16 dk
Maximilian Wöber	0	0	0	0	78'	Sonradan	12 dk
🇯🇴 Ürdün İstatistikleri
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Musa Al-Taamari	1 (64')	0	0	0	İlk 11	Maç Sonu	90 dk
Yazan Al-Naimat	0	1	1 (42')	0	İlk 11	81'	81 dk
Nizar Al-Rashdan	0	0	1 (58')	0	İlk 11	Maç Sonu	90 dk
Yazeed Abulaila (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Abdallah Nasib	0	0	0	0	İlk 11	Maç Sonu	90 dk
Yazan Al-Arab	0	0	0	0	İlk 11	Maç Sonu	90 dk
Bara' Marei	0	0	0	0	İlk 11	71'	71 dk
Ehsan Haddad	0	0	0	0	İlk 11	Maç Sonu	90 dk
Mohammad Abu Hasheesh	0	0	0	0	İlk 11	Maç Sonu	90 dk
Noor Al-Rawabdeh	0	0	0	0	İlk 11	62'	62 dk
Ali Olwan	0	0	0	0	İlk 11	62'	62 dk
Rajaei Ayed	0	0	0	0	62'	Sonradan	28 dk
Mahmoud Al-Mardi	0	0	0	0	62'	Sonradan	28 dk
Anas Al-Awarat	0	0	0	0	71'	Sonradan	19 dk
Ibrahim Sadeh	0	0	0	0	81'	Sonradan	9 dk

1. MAÇ: Portekiz 1 - 1 Kongo DC (17 Haziran 2026)
🇵🇹 Portekiz İstatistikleri
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Rafael Leão	1 (42')	0	0	0	İlk 11	74'	74 dk
Bruno Fernandes	0	1	0	0	İlk 11	Maç Sonu	90 dk
Rúben Dias	0	0	1 (65')	0	İlk 11	Maç Sonu	90 dk
Diogo Costa (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
João Cancelo	0	0	0	0	İlk 11	Maç Sonu	90 dk
António Silva	0	0	0	0	İlk 11	Maç Sonu	90 dk
Nuno Mendes	0	0	0	0	İlk 11	81'	81 dk
João Palhinha	0	0	0	0	İlk 11	Maç Sonu	90 dk
Vitinha	0	0	0	0	İlk 11	63'	63 dk
Bernardo Silva	0	0	0	0	İlk 11	74'	74 dk
Cristiano Ronaldo	0	0	0	0	İlk 11	Maç Sonu	90 dk
João Neves	0	0	0	0	63'	Sonradan	27 dk
Diogo Jota	0	0	0	0	74'	Sonradan	16 dk
Francisco Conceição	0	0	0	0	74'	Sonradan	16 dk
Diogo Dalot	0	0	0	0	81'	Sonradan	9 dk
🇨🇩 Kongo DC İstatistikleri
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Yoane Wissa	1 (57')	0	0	0	İlk 11	83'	83 dk
Samuel Moutoussamy	0	1	0	0	İlk 11	Maç Sonu	90 dk
Chancel Mbemba	0	0	1 (29')	0	İlk 11	Maç Sonu	90 dk
Arthur Masuaku	0	0	1 (71')	0	İlk 11	Maç Sonu	90 dk
Dimitry Bertaud (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Gédéon Kalulu	0	0	0	0	İlk 11	Maç Sonu	90 dk
Dylan Batubinsika	0	0	0	0	İlk 11	Maç Sonu	90 dk
Charles Pickel	0	0	0	0	İlk 11	76'	76 dk
Gaël Kakuta	0	0	0	0	İlk 11	68'	68 dk
Meschack Elia	0	0	0	0	İlk 11	68'	68 dk
Simon Banza	0	0	0	0	İlk 11	76'	76 dk
Théo Bongonda	0	0	0	0	68'	Sonradan	22 dk
Grady Diangana	0	0	0	0	68'	Sonradan	22 dk
Fiston Mayele	0	0	0	0	76'	Sonradan	14 dk
Aaron Tshibola	0	0	0	0	76'	Sonradan	14 dk
Silas Katompa Mvumpa	0	0	0	0	83'	Sonradan	7 dk

2. MAÇ: Özbekistan 1 - 3 Kolombiya (17 Haziran 2026)
🇺🇿 Özbekistan İstatistikleri
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Eldor Shomurodov	1 (38')	0	0	0	İlk 11	81'	81 dk
Otabek Shukurov	0	1	1 (55')	0	İlk 11	Maç Sonu	90 dk
Abdukodir Khusanov	0	0	1 (14')	0	İlk 11	Maç Sonu	90 dk
Utkir Yusupov (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Husniddin Aliqulov	0	0	0	0	İlk 11	Maç Sonu	90 dk
Rustam Ashurmatov	0	0	0	0	İlk 11	72'	72 dk
Farrukh Sayfiev	0	0	0	0	İlk 11	Maç Sonu	90 dk
Khojimat Erkinov	0	0	0	0	İlk 11	61'	61 dk
Odiljon Hamrobekov	0	0	0	0	İlk 11	Maç Sonu	90 dk
Abbosbek Fayzullaev	0	0	0	0	İlk 11	Maç Sonu	90 dk
Jaloliddin Masharipov	0	0	0	0	İlk 11	72'	72 dk
Oston Urunov	0	0	0	0	61'	Sonradan	29 dk
Zafarmurod Abdurakhmatov	0	0	0	0	72'	Sonradan	18 dk
Jamshid Iskanderov	0	0	0	0	72'	Sonradan	18 dk
Igor Sergeev	0	0	0	0	81'	Sonradan	9 dk
🇨🇴 Kolombiya İstatistikleri
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Luis Díaz	2 (19', 74')	0	0	0	İlk 11	84'	84 dk
Jhon Durán	1 (62')	1	0	0	İlk 11	78'	78 dk
James Rodríguez	0	2	0	0	İlk 11	78'	78 dk
Jefferson Lerma	0	0	1 (43')	0	İlk 11	Maç Sonu	90 dk
Camilo Vargas (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Daniel Muñoz	0	0	0	0	İlk 11	Maç Sonu	90 dk
Davinson Sánchez	0	0	0	0	İlk 11	Maç Sonu	90 dk
Carlos Cuesta	0	0	0	0	İlk 11	Maç Sonu	90 dk
Johan Mojica	0	0	0	0	İlk 11	Maç Sonu	90 dk
Richard Ríos	0	0	0	0	İlk 11	Maç Sonu	90 dk
Jhon Arias	0	0	0	0	İlk 11	68'	68 dk
Luis Sinisterra	0	0	0	0	68'	Sonradan	22 dk
Juan Fernando Quintero	0	0	0	0	78'	Sonradan	12 dk
Rafael Santos Borré	0	0	0	0	78'	Sonradan	12 dk
Yaser Asprilla	0	0	0	0	84'	Sonradan	6 dk

1. MAÇ: İngiltere 4 - 2 Hırvatistan (17 Haziran 2026)
🏴 İngiltere İstatistikleri
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Harry Kane	2 (18', 64')	1	0	0	İlk 11	82'	82 dk
Jude Bellingham	1 (35')	1	0	0	İlk 11	Maç Sonu	90 dk
Bukayo Saka	1 (73')	1	0	0	İlk 11	78'	78 dk
Phil Foden	0	1	0	0	İlk 11	78'	78 dk
Declan Rice	0	0	1 (42')	0	İlk 11	Maç Sonu	90 dk
