3. MAÇ: Çekya 1 - 1 Güney Afrika (18 Haziran 2026)							
🇨🇿 Çekya İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Omar Rekik	0	0	0	0	İlk 11	Maç Sonu	90 dk
Hannibal Mejbri	0	0	0	0	İlk 11	62'	62 dk
Anis Ben Slimane	0	0	0	0	İlk 11	62'	62 dk
Elias Achouri	0	0	0	0	İlk 11	70'	70 dk
Sayfallah Ltaief	0	0	0	0	İlk 11	Maç Sonu	90 dk
Rani Khedira	0	0	0	0	62'	Sonradan	28 dk
Elias Saad	0	0	0	0	62'	Sonradan	28 dk
Mohamed Belhadj	0	0	0	0	70'	Sonradan	20 dk
Dylan Bronn	0	0	0	0	78'	Sonradan	12 dk
🇯🇵 Japonya İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Keito Nakamura	2 (19', 48')	0	0	0	İlk 11	72'	72 dk
Takefusa Kubo	1 (35')	1	0	0	İlk 11	Maç Sonu	90 dk
Koki Ogawa	1 (77')	0	0	0	65'	Sonradan	25 dk
Daichi Kamada	0	2	0	0	İlk 11	Maç Sonu	90 dk
Ritsu Doan	0	1	0	0	İlk 11	65'	65 dk
Yukinari Sugawara	0	0	1 (60')	0	İlk 11	Maç Sonu	90 dk
Zion Suzuki (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Ko Itakura	0	0	0	0	İlk 11	Maç Sonu	90 dk
Shogo Taniguchi	0	0	0	0	İlk 11	Maç Sonu	90 dk
Hiroki Ito	0	0	0	0	İlk 11	Maç Sonu	90 dk
Wataru Endo	0	0	0	0	İlk 11	Maç Sonu	90 dk
Hidemasa Morita	0	0	0	0	İlk 11	Maç Sonu	90 dk
Ao Tanaka	0	0	0	0	65'	Sonradan	25 dk
Takumi Minamino	0	0	0	0	65'	Sonradan	25 dk
Takuma Asano	0	0	0	0	72'	Sonradan	18 dk
							
							
3. MAÇ: Belçika 0 - 0 İran (19 Haziran 2026)							
🇧🇪 Belçika İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Amadou Onana	0	0	1 (42')	0	İlk 11	Maç Sonu	90 dk
Maxim De Cuyper	0	0	1 (79')	0	İlk 11	Maç Sonu	90 dk
Thibaut Courtois (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Thomas Meunier	0	0	0	0	İlk 11	74'	74 dk
Brandon Mechele	0	0	0	0	İlk 11	Maç Sonu	90 dk
Benoît Ngoy	0	0	0	0	İlk 11	Maç Sonu	90 dk
Youri Tielemans	0	0	0	0	İlk 11	65'	65 dk
Kevin De Bruyne	0	0	0	0	İlk 11	Maç Sonu	90 dk
Dodi Lukebakio	0	0	0	0	İlk 11	58'	58 dk
Leandro Trossard	0	0	0	0	İlk 11	Maç Sonu	90 dk
Charles De Ketelaere	0	0	0	0	İlk 11	65'	65 dk
Orel Mangala	0	0	0	0	65'	Sonradan	25 dk
Romelu Lukaku	0	0	0	0	65'	Sonradan	25 dk
Johan Bakayoko	0	0	0	0	58'	Sonradan	32 dk
Timothy Castagne	0	0	0	0	74'	Sonradan	16 dk
🇮🇷 İran İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Saeid Ezatolahi	0	0	1 (28')	0	İlk 11	Maç Sonu	90 dk
Hossein Khalilzadeh	0	0	1 (64')	0	İlk 11	Maç Sonu	90 dk
Alireza Beiranvand (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Ramin Rezaeian	0	0	0	0	İlk 11	Maç Sonu	90 dk
M. Kanaanizadegan	0	0	0	0	İlk 11	Maç Sonu	90 dk
Milad Mohammadi	0	0	0	0	İlk 11	81'	81 dk
Saman Ghoddos	0	0	0	0	İlk 11	70'	70 dk
Alireza Jahanbakhsh	0	0	0	0	İlk 11	60'	60 dk
Mohammad Mohebi	0	0	0	0	İlk 11	Maç Sonu	90 dk
Mehdi Taremi	0	0	0	0	İlk 11	Maç Sonu	90 dk
Sardar Azmoun	0	0	0	0	İlk 11	70'	70 dk
Ali Gholizadeh	0	0	0	0	60'	Sonradan	30 dk
Mehdi Torabi	0	0	0	0	70'	Sonradan	20 dk
Shahriyar Moghanlou	0	0	0	0	70'	Sonradan	20 dk
Ehsan Hajsafi	0	0	0	0	81'	Sonradan	9 dk
							
4. MAÇ: Yeni Zelanda 1 - 3 Mısır (20 Haziran 2026)							
🇳🇿 Yeni Zelanda İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Chris Wood	1 (66')	0	0	0	İlk 11	Maç Sonu	90 dk
Elijah Just	0	1	0	0	İlk 11	Maç Sonu	90 dk
Marko Stamenic	0	0	1 (51')	0	İlk 11	78'	78 dk
Alex Paulsen (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Michael Boxall	0	0	0	0	İlk 11	Maç Sonu	90 dk
Tyler Bindon	0	0	0	0	İlk 11	Maç Sonu	90 dk
Nando Pijnaker	0	0	0	0	İlk 11	Maç Sonu	90 dk
Liberato Cacace	0	0	0	0	İlk 11	Maç Sonu	90 dk
Joe Bell	0	0	0	0	İlk 11	Maç Sonu	90 dk
Matthew Garbett	0	0	0	0	İlk 11	64'	64 dk
Ben Old	0	0	0	0	İlk 11	64'	64 dk
Sarpreet Singh	0	0	0	0	64'	Sonradan	26 dk
Ben Waine	0	0	0	0	64'	Sonradan	26 dk
Tommy Thomas	0	0	0	0	78'	Sonradan	12 dk
🇪🇬 Mısır İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Muhammed Salah	2 (14' P, 78')	1	0	0	İlk 11	Maç Sonu	90 dk
Mostafa Mohamed	1 (43')	0	0	0	İlk 11	75'	75 dk
Trézéguet	0	2	0	0	İlk 11	Maç Sonu	90 dk
Mohomed Elneny	0	0	1 (35')	0	İlk 11	Maç Sonu	90 dk
Ahmed Ebü'l-Feth	0	0	1 (84')	0	İlk 11	Maç Sonu	90 dk
Mohamed El Shenawy (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Mohamed Hany	0	0	0	0	İlk 11	Maç Sonu	90 dk
Mohamed Abdelmonem	0	0	0	0	İlk 11	Maç Sonu	90 dk
Ahmed Hegazi	0	0	0	0	İlk 11	Maç Sonu	90 dk
Mervan Atiyye	0	0	0	0	İlk 11	Maç Sonu	90 dk
Emam Ashour	0	0	0	0	İlk 11	68'	68 dk
Hamdi Fathi	0	0	0	0	68'	Sonradan	22 dk
Omar Marmoush	0	0	0	0	75'	Sonradan	15 dk
							
3. MAÇ: İspanya 4 - 0 Suudi Arabistan							
🇪🇸 İspanya İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Lamine Yamal	2 (18', 64')	1	0	0	İlk 11	75'	75 dk
Álvaro Morata	1 (35')	0	0	0	İlk 11	68'	68 dk
Nico Williams	1 (79')	0	0	0	İlk 11	Maç Sonu	90 dk
Dani Olmo	0	2	0	0	İlk 11	75'	75 dk
Pedri	0	1	0	0	İlk 11	Maç Sonu	90 dk
Unai Simón (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Dani Carvajal	0	0	1 (42')	0	İlk 11	Maç Sonu	90 dk
Robin Le Normand	0	0	0	0	İlk 11	Maç Sonu	90 dk
Aymeric Laporte	0	0	0	0	İlk 11	81'	81 dk
Alejandro Grimaldo	0	0	0	0	İlk 11	Maç Sonu	90 dk
Rodri	0	0	0	0	İlk 11	Maç Sonu	90 dk
Joselu	0	0	0	0	68'	Sonradan	22 dk
Ferran Torres	0	0	0	0	75'	Sonradan	15 dk
Fabián Ruiz	0	0	0	0	75'	Sonradan	15 dk
Pau Torres	0	0	0	0	81'	Sonradan	9 dk
🇸🇦 Suudi Arabistan İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Saud Abdulhamid	0	0	1 (51')	0	İlk 11	Maç Sonu	90 dk
Ali Al-Bulaihi	0	0	1 (73')	0	İlk 11	Maç Sonu	90 dk
Mohammed Al-Owais (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Sultan Al-Ghannam	0	0	0	0	İlk 11	Maç Sonu	90 dk
Hassan Tambakti	0	0	0	0	İlk 11	78'	78 dk
Yasser Al-Shahrani	0	0	0	0	İlk 11	Maç Sonu	90 dk
Fahad Al-Muwallad	0	0	0	0	İlk 11	62'	62 dk
Abdullah Otayf	0	0	0	0	İlk 11	62'	62 dk
Mohamed Kanno	0	0	0	0	İlk 11	Maç Sonu	90 dk
Salem Al-Dawsari	0	0	0	0	İlk 11	Maç Sonu	90 dk
Firas Al-Buraikan	0	0	0	0	İlk 11	70'	70 dk
Abdulelah Al-Malki	0	0	0	0	62'	Sonradan	28 dk
Abdulrahman Ghareeb	0	0	0	0	62'	Sonradan	28 dk
Saleh Al-Shehri	0	0	0	0	70'	Sonradan	20 dk
Awn Al-Saluli	0	0	0	0	78'	Sonradan	12 dk
							
4. MAÇ: Uruguay 2 - 2 Yeşil Burun Adaları							
🇺🇾 Uruguay İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Darwin Núñez	1 (29')	0	0	0	İlk 11	Maç Sonu	90 dk
Federico Valverde	1 (71')	0	0	0	İlk 11	Maç Sonu	90 dk
Facundo Pellistri	0	1	0	0	İlk 11	76'	76 dk
Rodrigo Bentancur	0	1	1 (34')	0	İlk 11	Maç Sonu	90 dk
Ronald Araújo	0	0	1 (62')	0	İlk 11	Maç Sonu	90 dk
Sergio Rochet (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Nahitan Nández	0	0	0	0	İlk 11	Maç Sonu	90 dk
José María Giménez	0	0	0	0	İlk 11	82'	82 dk
Mathías Olivera	0	0	0	0	İlk 11	Maç Sonu	90 dk
Manuel Ugarte	0	0	0	0	İlk 11	65'	65 dk
Brian Rodríguez	0	0	0	0	İlk 11	65'	65 dk
Nicolás de la Cruz	0	0	0	0	65'	Sonradan	25 dk
Giorgian de Arrascaeta	0	0	0	0	65'	Sonradan	25 dk
Facundo Torres	0	0	0	0	76'	Sonradan	14 dk
Sebastián Cáceres	0	0	0	0	82'	Sonradan	8 dk
🇨🇻 Yeşil Burun Adaları İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Ryan Mendes	1 (43')	0	0	0	İlk 11	Maç Sonu	90 dk
Bebé	1 (84')	0	0	0	73'	Sonradan	17 dk
Garry Rodrigues	0	1	0	0	İlk 11	73'	73 dk
Kenny Rocha Santos	0	1	1 (19')	0	İlk 11	Maç Sonu	90 dk
Logan Costa	0	0	1 (55')	0	İlk 11	Maç Sonu	90 dk
Vozinha (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Steven Moreira	0	0	0	0	İlk 11	Maç Sonu	90 dk
Roberto Lopes	0	0	0	0	İlk 11	Maç Sonu	90 dk
Stopira	0	0	0	0	İlk 11	80'	80 dk
Jamiro Monteiro	0	0	0	0	İlk 11	Maç Sonu	90 dk
Patrick Andrade	0	0	0	0	İlk 11	68'	68 dk
Deroy Duarte	0	0	0	0	68'	Sonradan	22 dk
Willy Semedo	0	0	0	0	73'	Sonradan	17 dk
Gilson Tavares	0	0	0	0	80'	Sonradan	10 dk
							
3. MAÇ: Fransa 3 - 0 Irak							
🇫🇷 Fransa İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Kylian Mbappé	2 (21', 68')	0	0	0	İlk 11	Maç Sonu	90 dk
Marcus Thuram	1 (43')	1	0	0	İlk 11	74'	74 dk
Antoine Griezmann	0	1	0	0	İlk 11	81'	81 dk
Ousmane Dembélé	0	1	0	0	İlk 11	65'	65 dk
Aurélien Tchouaméni	0	0	1 (31')	0	İlk 11	Maç Sonu	90 dk
Mike Maignan (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Jules Koundé	0	0	0	0	İlk 11	Maç Sonu	90 dk
William Saliba	0	0	0	0	İlk 11	Maç Sonu	90 dk
Dayot Upamecano	0	0	0	0	İlk 11	78'	78 dk
Théo Hernandez	0	0	0	0	İlk 11	Maç Sonu	90 dk
Eduardo Camavinga	0	0	0	0	İlk 11	Maç Sonu	90 dk
Bradley Barcola	0	0	0	0	65'	Sonradan	25 dk
Olivier Giroud	0	0	0	0	74'	Sonradan	16 dk
Ibrahima Konaté	0	0	0	0	78'	Sonradan	12 dk
Warren Zaïre-Emery	0	0	0	0	81'	Sonradan	9 dk
🇮🇶 Irak İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Amir Al-Ammari	0	0	1 (55')	0	İlk 11	Maç Sonu	90 dk
Saad Natiq	0	0	1 (72')	0	İlk 11	Maç Sonu	90 dk
Jalal Hassan (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Hussein Ali	0	0	0	0	İlk 11	Maç Sonu	90 dk
Rebin Sulaka	0	0	0	0	İlk 11	Maç Sonu	90 dk
Merdhas Doski	0	0	0	0	İlk 11	79'	79 dk
Osama Rashid	0	0	0	0	İlk 11	61'	61 dk
Ibrahim Bayesh	0	0	0	0	İlk 11	Maç Sonu	90 dk
Zidane Iqbal	0	0	0	0	İlk 11	61'	61 dk
Ali Jasim	0	0	0	0	İlk 11	Maç Sonu	90 dk
Aymen Hussein	0	0	0	0	İlk 11	70'	70 dk
Youssef Amyn	0	0	0	0	61'	Sonradan	29 dk
Mohanad Ali	0	0	0	0	61'	Sonradan	29 dk
Pashang Abdulla	0	0	0	0	70'	Sonradan	20 dk
Zaid Tahseen	0	0	0	0	79'	Sonradan	11 dk
							
4. MAÇ: Norveç 3 - 2 Senegal							
🇳🇴 Norveç İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Erling Haaland	2 (14', 79')	0	0	0	İlk 11	Maç Sonu	90 dk
Alexander Sørloth	1 (38')	1	0	0	İlk 11	82'	82 dk
Martin Ødegaard	0	2	0	0	İlk 11	Maç Sonu	90 dk
Sander Berge	0	0	1 (60')	0	İlk 11	Maç Sonu	90 dk
Ørjan Nyland (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Julian Ryerson	0	0	0	0	İlk 11	Maç Sonu	90 dk
Leo Østigård	0	0	0	0	İlk 11	Maç Sonu	90 dk
Kristoffer Ajer	0	0	0	0	İlk 11	75'	75 dk
Fredrik Bjørkan	0	0	0	0	İlk 11	Maç Sonu	90 dk
Patrick Berg	0	0	0	0	İlk 11	68'	68 dk
Antonio Nusa	0	0	0	0	İlk 11	68'	68 dk
Oscar Bobb	0	0	0	0	68'	Sonradan	22 dk
Kristian Thorstvedt	0	0	0	0	68'	Sonradan	22 dk
Andreas Hanche-Olsen	0	0	0	0	75'	Sonradan	15 dk
Jørgen Strand Larsen	0	0	0	0	82'	Sonradan	8 dk
🇸🇳 Senegal İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Sadio Mané	1 (30')	1	0	0	İlk 11	Maç Sonu	90 dk
Nicolas Jackson	1 (55')	0	0	0	İlk 11	76'	76 dk
Ismaïla Sarr	0	1	0	0	İlk 11	76'	76 dk
Kalidou Koulibaly	0	0	1 (42')	0	İlk 11	Maç Sonu	90 dk
Idrissa Gueye	0	0	1 (84')	0	İlk 11	Maç Sonu	90 dk
Édouard Mendy (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Formose Mendy	0	0	0	0	İlk 11	Maç Sonu	90 dk
Abdou Diallo	0	0	0	0	İlk 11	Maç Sonu	90 dk
Ismail Jakobs	0	0	0	0	İlk 11	81'	81 dk
Pape Matar Sarr	0	0	0	0	İlk 11	Maç Sonu	90 dk
Nampalys Mendy	0	0	0	0	İlk 11	63'	63 dk
Pathé Ciss	0	0	0	0	63'	Sonradan	27 dk
Boulaye Dia	0	0	0	0	76'	Sonradan	14 dk
Iliman Ndiaye	0	0	0	0	76'	Sonradan	14 dk
Fodé Ballo-Touré	0	0	0	0	81'	Sonradan	9 dk
							
3. MAÇ: Arjantin 2 - 0 Avusturya							
🇦🇷 Arjantin İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Lautaro Martínez	1 (34')	0	0	0	İlk 11	78'	78 dk
Julián Álvarez	1 (62')	0	0	0	İlk 11	Maç Sonu	90 dk
Lionel Messi	0	1	0	0	İlk 11	Maç Sonu	90 dk
Rodrigo De Paul	0	1	1 (55')	0	İlk 11	72'	72 dk
Enzo Fernández	0	0	1 (81')	0	İlk 11	Maç Sonu	90 dk
Emiliano Martínez (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Nahuel Molina	0	0	0	0	İlk 11	Maç Sonu	90 dk
Cristian Romero	0	0	0	0	İlk 11	Maç Sonu	90 dk
Lisandro Martínez	0	0	0	0	İlk 11	83'	83 dk
Nicolás Tagliafico	0	0	0	0	İlk 11	Maç Sonu	90 dk
Alexis Mac Allister	0	0	0	0	İlk 11	72'	72 dk
Leandro Paredes	0	0	0	0	72'	Sonradan	18 dk
Exequiel Palacios	0	0	0	0	72'	Sonradan	18 dk
Alejandro Garnacho	0	0	0	0	78'	Sonradan	12 dk
Nicolas Otamendi	0	0	0	0	83'	Sonradan	7 dk
🇦🇹 Avusturya İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Marcel Sabitzer	0	0	1 (44')	0	İlk 11	Maç Sonu	90 dk
Kevin Danso	0	0	1 (73')	0	İlk 11	Maç Sonu	90 dk
Alexander Schlager (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Stefan Posch	0	0	0	0	İlk 11	Maç Sonu	90 dk
Philipp Lienhart	0	0	0	0	İlk 11	79'	79 dk
Phillipp Mwene	0	0	0	0	İlk 11	Maç Sonu	90 dk
Nicolas Seiwald	0	0	0	0	İlk 11	Maç Sonu	90 dk
Konrad Laimer	0	0	0	0	İlk 11	68'	68 dk
Christoph Baumgartner	0	0	0	0	İlk 11	Maç Sonu	90 dk
Patrick Wimmer	0	0	0	0	İlk 11	61'	61 dk
Michael Gregoritsch	0	0	0	0	İlk 11	68'	68 dk
Romano Schmid	0	0	0	0	61'	Sonradan	29 dk
Florian Grillitsch	0	0	0	0	68'	Sonradan	22 dk
Marko Arnautović	0	0	0	0	68'	Sonradan	22 dk
Maximilian Wöber	0	0	0	0	79'	Sonradan	11 dk
							
4. MAÇ: Ürdün 1 - 2 Cezayir							
🇯🇴 Ürdün İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Yazan Al-Naimat	1 (54')	0	0	0	İlk 11	81'	81 dk
Musa Al-Taamari	0	1	1 (38')	0	İlk 11	Maç Sonu	90 dk
Bara' Marei	0	0	1 (67')	0	İlk 11	71'	71 dk
Yazeed Abulaila (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Abdallah Nasib	0	0	0	0	İlk 11	Maç Sonu	90 dk
Yazan Al-Arab	0	0	0	0	İlk 11	Maç Sonu	90 dk
Ehsan Haddad	0	0	0	0	İlk 11	Maç Sonu	90 dk
Mohammad Abu Hasheesh	0	0	0	0	İlk 11	Maç Sonu	90 dk
Noor Al-Rawabdeh	0	0	0	0	İlk 11	62'	62 dk
Nizar Al-Rashdan	0	0	0	0	İlk 11	Maç Sonu	90 dk
Ali Olwan	0	0	0	0	İlk 11	62'	62 dk
Rajaei Ayed	0	0	0	0	62'	Sonradan	28 dk
Mahmoud Al-Mardi	0	0	0	0	62'	Sonradan	28 dk
Anas Al-Awarat	0	0	0	0	71'	Sonradan	19 dk
Ibrahim Sadeh	0	0	0	0	81'	Sonradan	9 dk
🇩🇿 Cezayir İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Amine Gouiri	1 (19')	0	0	0	İlk 11	76'	76 dk
Baghdad Bounedjah	1 (73')	0	0	0	65'	Sonradan	25 dk
Riyad Mahmez	0	1	0	0	İlk 11	Maç Sonu	90 dk
Farès Chaïbi	0	1	0	0	65'	Sonradan	25 dk
Ramiz Zerrouki	0	0	1 (43')	0	İlk 11	Maç Sonu	90 dk
Anthony Mandrea (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Youcef Atal	0	0	0	0	İlk 11	76'	76 dk
Aïssa Mandi	0	0	0	0	İlk 11	Maç Sonu	90 dk
Ahmed Touba	0	0	0	0	İlk 11	Maç Sonu	90 dk
Ramy Bensebaini	0	0	0	0	İlk 11	Maç Sonu	90 dk
Nabil Bentaleb	0	0	0	0	İlk 11	Maç Sonu	90 dk
Houssem Aouar	0	0	0	0	İlk 11	65'	65 dk
Hicham Boudaoui	0	0	0	0	65'	Sonradan	25 dk
Kevin Van Den Kerkhof	0	0	0	0	76'	Sonradan	14 dk
Yasser Larouci	0	0	0	0	76'	Sonradan	14 dk
							
3. MAÇ: Portekiz 5 - 0 Özbekistan							
🇵🇹 Portekiz İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Cristiano Ronaldo	2 (14', 55')	1	0	0	İlk 11	79'	79 dk
Rafael Leão	1 (29')	1	0	0	İlk 11	68'	68 dk
Diogo Jota	1 (42')	0	0	0	İlk 11	Maç Sonu	90 dk
Bruno Fernandes	1 (81')	1	0	0	İlk 11	Maç Sonu	90 dk
Vitinha	0	2	0	0	İlk 11	75'	75 dk
João Cancelo	0	1	1 (61')	0	İlk 11	Maç Sonu	90 dk
Diogo Costa (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
António Silva	0	0	0	0	İlk 11	Maç Sonu	90 dk
Rúben Dias	0	0	0	0	İlk 11	Maç Sonu	90 dk
Nuno Mendes	0	0	0	0	İlk 11	83'	83 dk
João Palhinha	0	0	0	0	İlk 11	Maç Sonu	90 dk
Bernardo Silva	0	0	0	0	68'	Sonradan	22 dk
João Neves	0	0	0	0	75'	Sonradan	15 dk
Francisco Conceição	0	0	0	0	79'	Sonradan	11 dk
Diogo Dalot	0	0	0	0	83'	Sonradan	7 dk
🇺🇿 Özbekistan İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Abdukodir Khusanov	0	0	1 (18')	0	İlk 11	Maç Sonu	90 dk
Otabek Shukurov	0	0	1 (34')	0	İlk 11	73'	73 dk
Utkir Yusupov (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Husniddin Aliqulov	0	0	0	0	İlk 11	Maç Sonu	90 dk
Rustam Ashurmatov	0	0	0	0	İlk 11	Maç Sonu	90 dk
Farrukh Sayfiev	0	0	0	0	İlk 11	Maç Sonu	90 dk
Odiljon Hamrobekov	0	0	0	0	İlk 11	65'	65 dk
Abbosbek Fayzullaev	0	0	0	0	İlk 11	Maç Sonu	90 dk
Jaloliddin Masharipov	0	0	0	0	İlk 11	65'	65 dk
Khojimat Erkinov	0	0	0	0	İlk 11	65'	65 dk
Eldor Shomurodov	0	0	0	0	İlk 11	Maç Sonu	90 dk
Oston Urunov	0	0	0	0	65'	Sonradan	25 dk
Jamshid Iskanderov	0	0	0	0	65'	Sonradan	25 dk
Zafarmurod Abdurakhmatov	0	0	0	0	65'	Sonradan	25 dk
Igor Sergeev	0	0	0	0	73'	Sonradan	17 dk
							
4. MAÇ: Kolombiya 1 - 0 Demokratik Kongo							
🇨🇴 Kolombiya İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Jhon Durán	1 (64')	0	0	0	İlk 11	81'	81 dk
James Rodríguez	0	1	0	0	İlk 11	Maç Sonu	90 dk
Richard Ríos	0	0	1 (42')	0	İlk 11	Maç Sonu	90 dk
Jefferson Lerma	0	0	1 (84')	0	İlk 11	Maç Sonu	90 dk
Camilo Vargas (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Daniel Muñoz	0	0	0	0	İlk 11	Maç Sonu	90 dk
Davinson Sánchez	0	0	0	0	İlk 11	Maç Sonu	90 dk
Carlos Cuesta	0	0	0	0	İlk 11	Maç Sonu	90 dk
Johan Mojica	0	0	0	0	İlk 11	Maç Sonu	90 dk
Jhon Arias	0	0	0	0	İlk 11	62'	62 dk
Luis Díaz	0	0	0	0	İlk 11	Maç Sonu	90 dk
Luis Sinisterra	0	0	0	0	62'	Sonradan	28 dk
Juan Fernando Quintero	0	0	0	0	62'	Sonradan	28 dk
Rafael Santos Borré	0	0	0	0	81'	Sonradan	9 dk
🇨🇩 Demokratik Kongo İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Chancel Mbemba	0	0	1 (51')	0	İlk 11	Maç Sonu	90 dk
Arthur Masuaku	0	0	1 (73')	0	İlk 11	Maç Sonu	90 dk
Dimitry Bertaud (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Gédéon Kalulu	0	0	0	0	İlk 11	Maç Sonu	90 dk
Dylan Batubinsika	0	0	0	0	İlk 11	78'	78 dk
Samuel Moutoussamy	0	0	0	0	İlk 11	Maç Sonu	90 dk
Charles Pickel	0	0	0	0	İlk 11	Maç Sonu	90 dk
Gaël Kakuta	0	0	0	0	İlk 11	62'	62 dk
Théo Bongonda	0	0	0	0	İlk 11	62'	62 dk
Yoane Wissa	0	0	0	0	İlk 11	70'	70 dk
Simon Banza	0	0	0	0	İlk 11	Maç Sonu	90 dk
Meschack Elia	0	0	0	0	62'	Sonradan	28 dk
Grady Diangana	0	0	0	0	62'	Sonradan	28 dk
Fiston Mayele	0	0	0	0	70'	Sonradan	20 dk
Henoc Inonga	0	0	0	0	78'	Sonradan	12 dk
							
3. MAÇ: İngiltere 0 - 0 Gana							
🏴 İngiltere İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Declan Rice	0	0	1 (44')	0	İlk 11	Maç Sonu	90 dk
John Stones	0	0	1 (71')	0	İlk 11	Maç Sonu	90 dk
Jordan Pickford (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Kyle Walker	0	0	0	0	İlk 11	Maç Sonu	90 dk
Harry Maguire	0	0	0	0	İlk 11	82'	82 dk
Luke Shaw	0	0	0	0	İlk 11	Maç Sonu	90 dk
Kobbie Mainoo	0	0	0	0	İlk 11	65'	65 dk
Jude Bellingham	0	0	0	0	İlk 11	Maç Sonu	90 dk
Bukayo Saka	0	0	0	0	İlk 11	74'	74 dk
Phil Foden	0	0	0	0	İlk 11	Maç Sonu	90 dk
Harry Kane	0	0	0	0	İlk 11	74'	74 dk
Conor Gallagher	0	0	0	0	65'	Sonradan	25 dk
Cole Palmer	0	0	0	0	74'	Sonradan	16 dk
Ollie Watkins	0	0	0	0	74'	Sonradan	16 dk
Marc Guéhi	0	0	0	0	82'	Sonradan	8 dk
🇬🇭 Gana İstatistikleri							
